id,subject,tag,question,choice1,choice2,choice3,choice4,answer,explanation,core_id,source
11,1,데이터 기본개념,"다음 중 숫자·기호·도형으로 표현되어 정밀한 계산이 가능하고, 데이터양이 늘어도 저장·분석이 효율적인 데이터는?",비정형 데이터,반정형 데이터,정성적 데이터,정량적 데이터,4,정량적 데이터는 수치 기반으로 계산과 분석이 용이하다.,3,concept
12,1,데이터 기본개념,"보기 중에서 숫자·기호·도형으로 표현되어 정밀한 계산이 가능하고, 데이터양이 늘어도 저장·분석이 효율적인 데이터는?",반정형 데이터,비정형 데이터,정량적 데이터,정성적 데이터,3,정량적 데이터는 수치 기반으로 계산과 분석이 용이하다.,3,concept
13,1,지식경영,학습과 체험을 통해 개인에게 습득되어 겉으로 드러나지 않고 문서화가 어려운 지식은?,형식지,암묵지,메타데이터,정보,2,암묵지는 개인에게 체화되어 외부로 표출·전달하기 어려운 무형의 지식이다.,4,concept
14,1,지식경영,학습과 체험을 통해 개인에게 습득되어 겉으로 드러나지 않고 문서화가 어려운 지식은?,암묵지,메타데이터,정보,형식지,1,암묵지는 개인에게 체화되어 외부로 표출·전달하기 어려운 무형의 지식이다.,4,concept
15,1,지식경영,다음 중 학습과 체험을 통해 개인에게 습득되어 겉으로 드러나지 않고 문서화가 어려운 지식은?,메타데이터,정보,형식지,암묵지,4,암묵지는 개인에게 체화되어 외부로 표출·전달하기 어려운 무형의 지식이다.,4,concept
16,1,지식경영,보기 중에서 학습과 체험을 통해 개인에게 습득되어 겉으로 드러나지 않고 문서화가 어려운 지식은?,정보,메타데이터,암묵지,형식지,3,암묵지는 개인에게 체화되어 외부로 표출·전달하기 어려운 무형의 지식이다.,4,concept
17,1,지식경영,"교과서, 매뉴얼, 데이터베이스처럼 형상화·구조화되어 전달과 공유가 쉬운 지식은?",암묵지,형식지,직관,노하우,2,형식지는 문서화·구조화되어 누구나 쉽게 이해·활용할 수 있는 지식이다.,5,concept
18,1,지식경영,"교과서, 매뉴얼, 데이터베이스처럼 형상화·구조화되어 전달과 공유가 쉬운 지식은?",형식지,직관,노하우,암묵지,1,형식지는 문서화·구조화되어 누구나 쉽게 이해·활용할 수 있는 지식이다.,5,concept
19,1,지식경영,"다음 중 교과서, 매뉴얼, 데이터베이스처럼 형상화·구조화되어 전달과 공유가 쉬운 지식은?",직관,노하우,암묵지,형식지,4,형식지는 문서화·구조화되어 누구나 쉽게 이해·활용할 수 있는 지식이다.,5,concept
20,1,지식경영,"보기 중에서 교과서, 매뉴얼, 데이터베이스처럼 형상화·구조화되어 전달과 공유가 쉬운 지식은?",노하우,직관,형식지,암묵지,3,형식지는 문서화·구조화되어 누구나 쉽게 이해·활용할 수 있는 지식이다.,5,concept
21,1,지식경영,SECI 모델(암묵지-형식지 상호작용)에서 암묵지를 다른 사람과 공유하여 새로운 암묵지를 만드는 단계는?,표출화(Externalization),공통화(Socialization),연결화(Combination),내면화(Internalization),2,공통화는 개인의 경험과 직감을 공유해 새로운 암묵지를 생성하는 과정이다.,6,concept
22,1,지식경영,SECI 모델(암묵지-형식지 상호작용)에서 암묵지를 다른 사람과 공유하여 새로운 암묵지를 만드는 단계는?,공통화(Socialization),연결화(Combination),내면화(Internalization),표출화(Externalization),1,공통화는 개인의 경험과 직감을 공유해 새로운 암묵지를 생성하는 과정이다.,6,concept
23,1,지식경영,다음 중 SECI 모델(암묵지-형식지 상호작용)에서 암묵지를 다른 사람과 공유하여 새로운 암묵지를 만드는 단계는?,연결화(Combination),내면화(Internalization),표출화(Externalization),공통화(Socialization),4,공통화는 개인의 경험과 직감을 공유해 새로운 암묵지를 생성하는 과정이다.,6,concept
24,1,지식경영,보기 중에서 SECI 모델(암묵지-형식지 상호작용)에서 암묵지를 다른 사람과 공유하여 새로운 암묵지를 만드는 단계는?,내면화(Internalization),연결화(Combination),공통화(Socialization),표출화(Externalization),3,공통화는 개인의 경험과 직감을 공유해 새로운 암묵지를 생성하는 과정이다.,6,concept
25,1,지식경영,SECI 모델에서 암묵지를 문서화하거나 시각적 자료로 표현하여 형식지로 전환하는 단계는?,표출화(Externalization),공통화(Socialization),내면화(Internalization),연결화(Combination),1,표출화는 개인의 경험·직감을 형식지로 전환하는 과정이다.,7,concept
26,1,지식경영,SECI 모델에서 암묵지를 문서화하거나 시각적 자료로 표현하여 형식지로 전환하는 단계는?,공통화(Socialization),내면화(Internalization),연결화(Combination),표출화(Externalization),4,표출화는 개인의 경험·직감을 형식지로 전환하는 과정이다.,7,concept
27,1,지식경영,다음 중 SECI 모델에서 암묵지를 문서화하거나 시각적 자료로 표현하여 형식지로 전환하는 단계는?,내면화(Internalization),연결화(Combination),표출화(Externalization),공통화(Socialization),3,표출화는 개인의 경험·직감을 형식지로 전환하는 과정이다.,7,concept
28,1,지식경영,보기 중에서 SECI 모델에서 암묵지를 문서화하거나 시각적 자료로 표현하여 형식지로 전환하는 단계는?,연결화(Combination),내면화(Internalization),공통화(Socialization),표출화(Externalization),4,표출화는 개인의 경험·직감을 형식지로 전환하는 과정이다.,7,concept
29,1,지식경영,SECI 모델에서 기존 형식지를 조합하거나 새로운 지식을 추가해 더 발전된 형식지로 확장하는 단계는?,내면화,공통화,연결화(Combination),표출화,3,연결화는 형식지를 통합·재구성하여 새로운 관점이나 정보를 생성하는 과정이다.,8,concept
30,1,지식경영,SECI 모델에서 기존 형식지를 조합하거나 새로운 지식을 추가해 더 발전된 형식지로 확장하는 단계는?,공통화,연결화(Combination),표출화,내면화,2,연결화는 형식지를 통합·재구성하여 새로운 관점이나 정보를 생성하는 과정이다.,8,concept
31,1,지식경영,다음 중 SECI 모델에서 기존 형식지를 조합하거나 새로운 지식을 추가해 더 발전된 형식지로 확장하는 단계는?,연결화(Combination),표출화,내면화,공통화,1,연결화는 형식지를 통합·재구성하여 새로운 관점이나 정보를 생성하는 과정이다.,8,concept
32,1,지식경영,보기 중에서 SECI 모델에서 기존 형식지를 조합하거나 새로운 지식을 추가해 더 발전된 형식지로 확장하는 단계는?,표출화,연결화(Combination),공통화,내면화,2,연결화는 형식지를 통합·재구성하여 새로운 관점이나 정보를 생성하는 과정이다.,8,concept
33,1,지식경영,SECI 모델에서 형식지를 학습하여 개인의 암묵지로 습득하는 단계는?,내면화(Internalization),표출화,연결화,공통화,1,내면화는 문서·매뉴얼 등 형식지를 학습해 실무 경험을 통해 체화하는 과정이다.,9,concept
34,1,지식경영,SECI 모델에서 형식지를 학습하여 개인의 암묵지로 습득하는 단계는?,표출화,연결화,공통화,내면화(Internalization),4,내면화는 문서·매뉴얼 등 형식지를 학습해 실무 경험을 통해 체화하는 과정이다.,9,concept
35,1,지식경영,다음 중 SECI 모델에서 형식지를 학습하여 개인의 암묵지로 습득하는 단계는?,연결화,공통화,내면화(Internalization),표출화,3,내면화는 문서·매뉴얼 등 형식지를 학습해 실무 경험을 통해 체화하는 과정이다.,9,concept
36,1,지식경영,보기 중에서 SECI 모델에서 형식지를 학습하여 개인의 암묵지로 습득하는 단계는?,공통화,연결화,표출화,내면화(Internalization),4,내면화는 문서·매뉴얼 등 형식지를 학습해 실무 경험을 통해 체화하는 과정이다.,9,concept
37,1,DIKW,DIKW 피라미드에서 '가공되지 않은 순수한 수치나 기호'에 해당하는 단계는?,Information,Knowledge,Data,Wisdom,3,Data(데이터)는 가공 전 객관적 사실 및 순수한 수치·기호이다.,10,concept
38,1,DIKW,DIKW 피라미드에서 '가공되지 않은 순수한 수치나 기호'에 해당하는 단계는?,Knowledge,Data,Wisdom,Information,2,Data(데이터)는 가공 전 객관적 사실 및 순수한 수치·기호이다.,10,concept
39,1,DIKW,다음 중 DIKW 피라미드에서 '가공되지 않은 순수한 수치나 기호'에 해당하는 단계는?,Data,Wisdom,Information,Knowledge,1,Data(데이터)는 가공 전 객관적 사실 및 순수한 수치·기호이다.,10,concept
40,1,DIKW,보기 중에서 DIKW 피라미드에서 '가공되지 않은 순수한 수치나 기호'에 해당하는 단계는?,Wisdom,Data,Knowledge,Information,2,Data(데이터)는 가공 전 객관적 사실 및 순수한 수치·기호이다.,10,concept
41,1,DIKW,'A 마트의 연필이 B 마트보다 싸다'처럼 데이터를 가공하고 상관관계 속에서 패턴을 인식해 의미를 도출한 단계는?,Data,Information,Wisdom,Knowledge,2,Information(정보)은 데이터를 가공하여 의미를 부여한 상태이다.,11,concept
42,1,DIKW,'A 마트의 연필이 B 마트보다 싸다'처럼 데이터를 가공하고 상관관계 속에서 패턴을 인식해 의미를 도출한 단계는?,Information,Wisdom,Knowledge,Data,1,Information(정보)은 데이터를 가공하여 의미를 부여한 상태이다.,11,concept
43,1,DIKW,다음 중 'A 마트의 연필이 B 마트보다 싸다'처럼 데이터를 가공하고 상관관계 속에서 패턴을 인식해 의미를 도출한 단계는?,Wisdom,Knowledge,Data,Information,4,Information(정보)은 데이터를 가공하여 의미를 부여한 상태이다.,11,concept
44,1,DIKW,보기 중에서 'A 마트의 연필이 B 마트보다 싸다'처럼 데이터를 가공하고 상관관계 속에서 패턴을 인식해 의미를 도출한 단계는?,Knowledge,Wisdom,Information,Data,3,Information(정보)은 데이터를 가공하여 의미를 부여한 상태이다.,11,concept
45,1,DIKW,'A 마트가 상대적으로 저렴하니 A 마트에서 사야겠다'처럼 정보를 바탕으로 예측·행동을 도출한 DIKW 단계는?,Information,Data,Knowledge,Wisdom,3,Knowledge(지식)는 상호 연결된 정보 패턴을 이해해 예측·행동을 도출한 상태이다.,12,concept
46,1,DIKW,'A 마트가 상대적으로 저렴하니 A 마트에서 사야겠다'처럼 정보를 바탕으로 예측·행동을 도출한 DIKW 단계는?,Data,Knowledge,Wisdom,Information,2,Knowledge(지식)는 상호 연결된 정보 패턴을 이해해 예측·행동을 도출한 상태이다.,12,concept
47,1,DIKW,다음 중 'A 마트가 상대적으로 저렴하니 A 마트에서 사야겠다'처럼 정보를 바탕으로 예측·행동을 도출한 DIKW 단계는?,Knowledge,Wisdom,Information,Data,1,Knowledge(지식)는 상호 연결된 정보 패턴을 이해해 예측·행동을 도출한 상태이다.,12,concept
48,1,DIKW,보기 중에서 'A 마트가 상대적으로 저렴하니 A 마트에서 사야겠다'처럼 정보를 바탕으로 예측·행동을 도출한 DIKW 단계는?,Wisdom,Knowledge,Data,Information,2,Knowledge(지식)는 상호 연결된 정보 패턴을 이해해 예측·행동을 도출한 상태이다.,12,concept
49,1,DIKW,근본 원리에 대한 깊은 이해를 바탕으로 통찰적이고 창의적인 아이디어를 도출하는 DIKW의 최종 단계는?,Knowledge,Wisdom,Information,Data,2,Wisdom(지혜)은 근본 원리에 대한 깊은 이해로 도출되는 창의적 아이디어 단계이다.,13,concept
50,1,DIKW,근본 원리에 대한 깊은 이해를 바탕으로 통찰적이고 창의적인 아이디어를 도출하는 DIKW의 최종 단계는?,Wisdom,Information,Data,Knowledge,1,Wisdom(지혜)은 근본 원리에 대한 깊은 이해로 도출되는 창의적 아이디어 단계이다.,13,concept
51,1,DIKW,다음 중 근본 원리에 대한 깊은 이해를 바탕으로 통찰적이고 창의적인 아이디어를 도출하는 DIKW의 최종 단계는?,Information,Data,Knowledge,Wisdom,4,Wisdom(지혜)은 근본 원리에 대한 깊은 이해로 도출되는 창의적 아이디어 단계이다.,13,concept
52,1,DIKW,보기 중에서 근본 원리에 대한 깊은 이해를 바탕으로 통찰적이고 창의적인 아이디어를 도출하는 DIKW의 최종 단계는?,Data,Information,Wisdom,Knowledge,3,Wisdom(지혜)은 근본 원리에 대한 깊은 이해로 도출되는 창의적 아이디어 단계이다.,13,concept
53,1,데이터베이스,데이터베이스의 특징 중 '여러 사용자와 응용 프로그램이 동일 데이터를 공동으로 사용할 수 있음'을 의미하는 것은?,통합된 데이터,저장된 데이터,공용 데이터,변화되는 데이터,3,공용 데이터는 여러 사용자가 데이터를 공동으로 사용할 수 있다는 특징이다.,14,concept
54,1,데이터베이스,데이터베이스의 특징 중 '여러 사용자와 응용 프로그램이 동일 데이터를 공동으로 사용할 수 있음'을 의미하는 것은?,저장된 데이터,공용 데이터,변화되는 데이터,통합된 데이터,2,공용 데이터는 여러 사용자가 데이터를 공동으로 사용할 수 있다는 특징이다.,14,concept
55,1,데이터베이스,다음 중 데이터베이스의 특징 중 '여러 사용자와 응용 프로그램이 동일 데이터를 공동으로 사용할 수 있음'을 의미하는 것은?,공용 데이터,변화되는 데이터,통합된 데이터,저장된 데이터,1,공용 데이터는 여러 사용자가 데이터를 공동으로 사용할 수 있다는 특징이다.,14,concept
56,1,데이터베이스,보기 중에서 데이터베이스의 특징 중 '여러 사용자와 응용 프로그램이 동일 데이터를 공동으로 사용할 수 있음'을 의미하는 것은?,변화되는 데이터,공용 데이터,저장된 데이터,통합된 데이터,2,공용 데이터는 여러 사용자가 데이터를 공동으로 사용할 수 있다는 특징이다.,14,concept
57,1,데이터베이스,데이터베이스의 특징 중 '여러 데이터가 중복 없이 논리적으로 통합되어 있음'을 의미하는 것은?,통합된 데이터(Integrated Data),공용 데이터,변화되는 데이터,저장된 데이터,1,통합된 데이터는 중복을 최소화하여 논리적으로 통합된 데이터를 의미한다.,15,concept
58,1,데이터베이스,데이터베이스의 특징 중 '여러 데이터가 중복 없이 논리적으로 통합되어 있음'을 의미하는 것은?,공용 데이터,변화되는 데이터,저장된 데이터,통합된 데이터(Integrated Data),4,통합된 데이터는 중복을 최소화하여 논리적으로 통합된 데이터를 의미한다.,15,concept
59,1,데이터베이스,다음 중 데이터베이스의 특징 중 '여러 데이터가 중복 없이 논리적으로 통합되어 있음'을 의미하는 것은?,변화되는 데이터,저장된 데이터,통합된 데이터(Integrated Data),공용 데이터,3,통합된 데이터는 중복을 최소화하여 논리적으로 통합된 데이터를 의미한다.,15,concept
60,1,데이터베이스,보기 중에서 데이터베이스의 특징 중 '여러 데이터가 중복 없이 논리적으로 통합되어 있음'을 의미하는 것은?,저장된 데이터,변화되는 데이터,공용 데이터,통합된 데이터(Integrated Data),4,통합된 데이터는 중복을 최소화하여 논리적으로 통합된 데이터를 의미한다.,15,concept
61,1,데이터베이스,"데이터베이스를 효율적으로 관리·활용하도록 검색, 저장, 보안, 장애 복구 기능을 제공하는 소프트웨어는?",DBMS,OLAP,ETL,API,1,DBMS(DataBase Management System)는 데이터베이스를 관리하는 소프트웨어이다.,16,concept
62,1,데이터베이스,"데이터베이스를 효율적으로 관리·활용하도록 검색, 저장, 보안, 장애 복구 기능을 제공하는 소프트웨어는?",OLAP,ETL,API,DBMS,4,DBMS(DataBase Management System)는 데이터베이스를 관리하는 소프트웨어이다.,16,concept
63,1,데이터베이스,"다음 중 데이터베이스를 효율적으로 관리·활용하도록 검색, 저장, 보안, 장애 복구 기능을 제공하는 소프트웨어는?",ETL,API,DBMS,OLAP,3,DBMS(DataBase Management System)는 데이터베이스를 관리하는 소프트웨어이다.,16,concept
64,1,데이터베이스,"보기 중에서 데이터베이스를 효율적으로 관리·활용하도록 검색, 저장, 보안, 장애 복구 기능을 제공하는 소프트웨어는?",API,ETL,OLAP,DBMS,4,DBMS(DataBase Management System)는 데이터베이스를 관리하는 소프트웨어이다.,16,concept
65,1,DBMS 발전,DBMS 발전 과정 중 데이터를 테이블 형태로 구성하여 SQL로 관리·검색이 용이한 세대는?,1세대(네트워크·계층형),2세대(관계형),3세대(객체지향),4세대(NoSQL),2,2세대 관계형 DBMS는 테이블 구조와 SQL을 통해 데이터를 관리한다.,17,concept
66,1,DBMS 발전,DBMS 발전 과정 중 데이터를 테이블 형태로 구성하여 SQL로 관리·검색이 용이한 세대는?,2세대(관계형),3세대(객체지향),4세대(NoSQL),1세대(네트워크·계층형),1,2세대 관계형 DBMS는 테이블 구조와 SQL을 통해 데이터를 관리한다.,17,concept
67,1,DBMS 발전,다음 중 DBMS 발전 과정 중 데이터를 테이블 형태로 구성하여 SQL로 관리·검색이 용이한 세대는?,3세대(객체지향),4세대(NoSQL),1세대(네트워크·계층형),2세대(관계형),4,2세대 관계형 DBMS는 테이블 구조와 SQL을 통해 데이터를 관리한다.,17,concept
68,1,DBMS 발전,보기 중에서 DBMS 발전 과정 중 데이터를 테이블 형태로 구성하여 SQL로 관리·검색이 용이한 세대는?,4세대(NoSQL),3세대(객체지향),2세대(관계형),1세대(네트워크·계층형),3,2세대 관계형 DBMS는 테이블 구조와 SQL을 통해 데이터를 관리한다.,17,concept
69,1,DBMS 발전,DBMS 발전 과정 중 멀티미디어 등 비정형 데이터 처리를 위해 등장했으며 클래스와 상속 개념을 사용하는 세대는?,관계형 DBMS,객체지향 DBMS,NoSQL DBMS,계층형 DBMS,2,3세대 객체지향 DBMS는 클래스로 그룹화하고 상속을 통해 복잡한 데이터를 관리한다.,18,concept
70,1,DBMS 발전,DBMS 발전 과정 중 멀티미디어 등 비정형 데이터 처리를 위해 등장했으며 클래스와 상속 개념을 사용하는 세대는?,객체지향 DBMS,NoSQL DBMS,계층형 DBMS,관계형 DBMS,1,3세대 객체지향 DBMS는 클래스로 그룹화하고 상속을 통해 복잡한 데이터를 관리한다.,18,concept
71,1,DBMS 발전,다음 중 DBMS 발전 과정 중 멀티미디어 등 비정형 데이터 처리를 위해 등장했으며 클래스와 상속 개념을 사용하는 세대는?,NoSQL DBMS,계층형 DBMS,관계형 DBMS,객체지향 DBMS,4,3세대 객체지향 DBMS는 클래스로 그룹화하고 상속을 통해 복잡한 데이터를 관리한다.,18,concept
72,1,DBMS 발전,보기 중에서 DBMS 발전 과정 중 멀티미디어 등 비정형 데이터 처리를 위해 등장했으며 클래스와 상속 개념을 사용하는 세대는?,계층형 DBMS,NoSQL DBMS,객체지향 DBMS,관계형 DBMS,3,3세대 객체지향 DBMS는 클래스로 그룹화하고 상속을 통해 복잡한 데이터를 관리한다.,18,concept
73,1,DBMS 발전,데이터 구조를 미리 정의하지 않아 비정형 데이터 저장에 적합하고 분산 저장·대규모 처리에 유리한 DBMS 세대는?,관계형 DBMS,객체관계형 DBMS,NoSQL DBMS,계층형 DBMS,3,4세대 NoSQL DBMS는 스키마 없이 비정형 데이터의 분산 저장·대규모 처리에 유리하다.,19,concept
74,1,DBMS 발전,데이터 구조를 미리 정의하지 않아 비정형 데이터 저장에 적합하고 분산 저장·대규모 처리에 유리한 DBMS 세대는?,객체관계형 DBMS,NoSQL DBMS,계층형 DBMS,관계형 DBMS,2,4세대 NoSQL DBMS는 스키마 없이 비정형 데이터의 분산 저장·대규모 처리에 유리하다.,19,concept
75,1,DBMS 발전,다음 중 데이터 구조를 미리 정의하지 않아 비정형 데이터 저장에 적합하고 분산 저장·대규모 처리에 유리한 DBMS 세대는?,NoSQL DBMS,계층형 DBMS,관계형 DBMS,객체관계형 DBMS,1,4세대 NoSQL DBMS는 스키마 없이 비정형 데이터의 분산 저장·대규모 처리에 유리하다.,19,concept
76,1,DBMS 발전,보기 중에서 데이터 구조를 미리 정의하지 않아 비정형 데이터 저장에 적합하고 분산 저장·대규모 처리에 유리한 DBMS 세대는?,계층형 DBMS,NoSQL DBMS,객체관계형 DBMS,관계형 DBMS,2,4세대 NoSQL DBMS는 스키마 없이 비정형 데이터의 분산 저장·대규모 처리에 유리하다.,19,concept
77,1,데이터 유형,고정된 필드와 스키마로 정의되며 RDBMS에 저장되어 SQL로 검색·관리가 용이한 데이터는?,비정형 데이터,반정형 데이터,정형 데이터,메타데이터,3,정형 데이터는 정해진 형식과 스키마를 가지며 RDBMS에 저장된다.,20,concept
78,1,데이터 유형,고정된 필드와 스키마로 정의되며 RDBMS에 저장되어 SQL로 검색·관리가 용이한 데이터는?,반정형 데이터,정형 데이터,메타데이터,비정형 데이터,2,정형 데이터는 정해진 형식과 스키마를 가지며 RDBMS에 저장된다.,20,concept
79,1,데이터 유형,다음 중 고정된 필드와 스키마로 정의되며 RDBMS에 저장되어 SQL로 검색·관리가 용이한 데이터는?,정형 데이터,메타데이터,비정형 데이터,반정형 데이터,1,정형 데이터는 정해진 형식과 스키마를 가지며 RDBMS에 저장된다.,20,concept
80,1,데이터 유형,보기 중에서 고정된 필드와 스키마로 정의되며 RDBMS에 저장되어 SQL로 검색·관리가 용이한 데이터는?,메타데이터,정형 데이터,반정형 데이터,비정형 데이터,2,정형 데이터는 정해진 형식과 스키마를 가지며 RDBMS에 저장된다.,20,concept
81,1,데이터 유형,"고정된 스키마는 없지만 태그나 키-값 구조로 구성이 정의되는 HTML, XML, JSON 같은 데이터는?",정형 데이터,반정형 데이터,비정형 데이터,정량적 데이터,2,반정형 데이터는 메타데이터를 포함하며 태그·키-값 구조로 정의되는 데이터이다.,21,concept
82,1,데이터 유형,"고정된 스키마는 없지만 태그나 키-값 구조로 구성이 정의되는 HTML, XML, JSON 같은 데이터는?",반정형 데이터,비정형 데이터,정량적 데이터,정형 데이터,1,반정형 데이터는 메타데이터를 포함하며 태그·키-값 구조로 정의되는 데이터이다.,21,concept
83,1,데이터 유형,"다음 중 고정된 스키마는 없지만 태그나 키-값 구조로 구성이 정의되는 HTML, XML, JSON 같은 데이터는?",비정형 데이터,정량적 데이터,정형 데이터,반정형 데이터,4,반정형 데이터는 메타데이터를 포함하며 태그·키-값 구조로 정의되는 데이터이다.,21,concept
84,1,데이터 유형,"보기 중에서 고정된 스키마는 없지만 태그나 키-값 구조로 구성이 정의되는 HTML, XML, JSON 같은 데이터는?",정량적 데이터,비정형 데이터,반정형 데이터,정형 데이터,3,반정형 데이터는 메타데이터를 포함하며 태그·키-값 구조로 정의되는 데이터이다.,21,concept
85,1,데이터 유형,"이미지, 동영상, 오디오처럼 정해진 형식이나 구조가 없어 분석·처리에 특수한 도구가 필요한 데이터는?",정형 데이터,반정형 데이터,비정형 데이터,정성적 데이터,3,비정형 데이터는 형태와 구조가 정형화되지 않은 데이터이다.,22,concept
86,1,데이터 유형,"이미지, 동영상, 오디오처럼 정해진 형식이나 구조가 없어 분석·처리에 특수한 도구가 필요한 데이터는?",반정형 데이터,비정형 데이터,정성적 데이터,정형 데이터,2,비정형 데이터는 형태와 구조가 정형화되지 않은 데이터이다.,22,concept
87,1,데이터 유형,"다음 중 이미지, 동영상, 오디오처럼 정해진 형식이나 구조가 없어 분석·처리에 특수한 도구가 필요한 데이터는?",비정형 데이터,정성적 데이터,정형 데이터,반정형 데이터,1,비정형 데이터는 형태와 구조가 정형화되지 않은 데이터이다.,22,concept
88,1,데이터 유형,"보기 중에서 이미지, 동영상, 오디오처럼 정해진 형식이나 구조가 없어 분석·처리에 특수한 도구가 필요한 데이터는?",정성적 데이터,비정형 데이터,반정형 데이터,정형 데이터,2,비정형 데이터는 형태와 구조가 정형화되지 않은 데이터이다.,22,concept
89,1,DB설계,데이터베이스 설계 절차 중 엔티티와 관계를 정의하여 전체적인 구조를 설계하는 단계는?,요구 조건 분석,개념적 설계(E-R 모델),논리적 설계,물리적 설계,2,개념적 설계 단계에서 E-R 모델로 엔티티와 관계를 정의한다.,23,concept
90,1,DB설계,데이터베이스 설계 절차 중 엔티티와 관계를 정의하여 전체적인 구조를 설계하는 단계는?,개념적 설계(E-R 모델),논리적 설계,물리적 설계,요구 조건 분석,1,개념적 설계 단계에서 E-R 모델로 엔티티와 관계를 정의한다.,23,concept
91,1,DB설계,다음 중 데이터베이스 설계 절차 중 엔티티와 관계를 정의하여 전체적인 구조를 설계하는 단계는?,논리적 설계,물리적 설계,요구 조건 분석,개념적 설계(E-R 모델),4,개념적 설계 단계에서 E-R 모델로 엔티티와 관계를 정의한다.,23,concept
92,1,DB설계,보기 중에서 데이터베이스 설계 절차 중 엔티티와 관계를 정의하여 전체적인 구조를 설계하는 단계는?,물리적 설계,논리적 설계,개념적 설계(E-R 모델),요구 조건 분석,3,개념적 설계 단계에서 E-R 모델로 엔티티와 관계를 정의한다.,23,concept
93,1,DB설계,데이터베이스 설계 절차 중 저장소 및 성능을 최적화하여 실제 환경에서 구현하는 단계는?,요구 조건 분석,개념적 설계,논리적 설계,물리적 설계,4,물리적 설계는 실제 구현 환경에서 저장소와 성능을 최적화하는 단계이다.,24,concept
94,1,DB설계,데이터베이스 설계 절차 중 저장소 및 성능을 최적화하여 실제 환경에서 구현하는 단계는?,개념적 설계,논리적 설계,물리적 설계,요구 조건 분석,3,물리적 설계는 실제 구현 환경에서 저장소와 성능을 최적화하는 단계이다.,24,concept
